X;Filing Date;Trade Date;Ticker;Insider Name;Title;Trade Type;Price;Qty;Value;FC
DM;2021-02-02 21:03:06;2021-02-01;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;-7865;0;0001127602-21-003595
DM;2021-02-02 21:01:55;2021-02-01;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;6911;0;0001127602-21-003594
DM;2021-02-02 21:01:55;2021-02-01;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;56.55;-2943;166427;0001127602-21-003594
DM;2021-02-02 21:01:55;2021-01-30;INTC;Rodgers Steven Ralph;EVP General Counsel;A - Grant;0.0;115930;0;0001127602-21-003594
DM;2021-02-02 21:01:55;2021-02-01;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-6911;0;0001127602-21-003594
DM;2021-02-02 21:00:22;2021-02-01;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;875;0;0001127602-21-003593
DM;2021-02-02 21:00:22;2021-02-01;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;F - Tax;56.55;-286;16173;0001127602-21-003593
DM;2021-02-02 21:00:22;2021-01-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;A - Grant;0.0;9149;0;0001127602-21-003593
DM;2021-02-02 21:00:22;2021-02-01;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;-875;0;0001127602-21-003593
D;2021-02-02 20:59:28;2021-02-01;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;810;0;0001127602-21-003592
D;2021-02-02 20:59:28;2021-02-01;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;-810;0;0001127602-21-003592
DM;2021-02-02 20:58:08;2021-02-01;INTC;Lavizzo-Mourey Risa J;Director;M - OptEx;0.0;2173;0;0001127602-21-003591
D;2021-02-02 20:58:08;2021-01-30;INTC;Lavizzo-Mourey Risa J;Director;A - Grant;0.0;1993;0;0001127602-21-003591
DM;2021-02-02 20:58:08;2021-02-01;INTC;Lavizzo-Mourey Risa J;Director;M - OptEx;0.0;-2173;0;0001127602-21-003591
D;2021-02-02 20:57:11;2021-02-01;INTC;Ishrak Omar;Director;M - OptEx;0.0;810;0;0001127602-21-003590
D;2021-02-02 20:57:11;2021-02-01;INTC;Ishrak Omar;Director;M - OptEx;0.0;-810;0;0001127602-21-003590
D;2021-02-02 20:56:08;2021-01-30;INTC;Henry Alyssa;Director;A - Grant;0.0;1563;0;0001127602-21-003589
D;2021-02-02 20:55:06;2021-01-30;INTC;Goetz James J;Director;A - Grant;0.0;1631;0;0001127602-21-003588
D;2021-02-02 20:34:00;2021-02-01;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;1755;0;0001127602-21-003585
D;2021-02-02 20:34:00;2021-02-01;INTC;Davis George S;Chief Financial Officer;F - Tax;56.55;-871;49255;0001127602-21-003585
DM;2021-02-02 20:34:00;2021-01-30;INTC;Davis George S;Chief Financial Officer;A - Grant;0.0;117742;0;0001127602-21-003585
D;2021-02-02 20:34:00;2021-02-01;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;-1755;0;0001127602-21-003585
DM;2021-02-02 20:32:19;2021-02-01;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;7031;0;0001127602-21-003584
DM;2021-02-02 20:32:19;2021-02-01;INTC;Bryant Gregory M;EVP, GM, CCG;F - Tax;56.55;-3338;188764;0001127602-21-003584
DM;2021-02-02 20:32:19;2021-01-30;INTC;Bryant Gregory M;EVP, GM, CCG;A - Grant;0.0;135855;0;0001127602-21-003584
DM;2021-02-02 20:32:19;2021-02-01;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;-7031;0;0001127602-21-003584
D;2021-01-29 17:00:13;2021-01-28;VUZI;Intel Corp;10% Owner;C - Cnv Deriv;0.0;4962600;0;0000899243-21-003741
DM;2021-01-29 17:00:13;2021-01-28;VUZI;Intel Corp;10% Owner;S - Sale;11.51;-4962600;57095915;0000899243-21-003741
D;2021-01-29 17:00:13;2021-01-28;VUZI;Intel Corp;10% Owner;C - Cnv Deriv;0.0;-49626;0;0000899243-21-003741
M;2021-01-28 16:11:51;2021-01-26;INTC;Davis George S;Chief Financial Officer;P - Purchase;55.34;9095;503317;0001127602-21-002809
M;2021-01-27 16:40:58;2021-01-25;INTC;Swan Robert Holmes;CEO, Director;P - Purchase;55.57;27244;1514004;0001127602-21-002713
;2021-01-27 16:40:58;2021-01-25;INTC;Swan Robert Holmes;CEO, Director;A - Grant;0.0;139625;0;0001127602-21-002713
D;2021-01-06 16:14:24;2021-01-04;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;15506;0;0001127602-21-000979
D;2021-01-06 16:14:24;2021-01-04;INTC;Davis George S;Chief Financial Officer;F - Tax;50.4;-5502;277301;0001127602-21-000979
D;2021-01-06 16:14:24;2021-01-04;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;-15506;0;0001127602-21-000979
D;2020-12-29 17:06:01;2020-12-24;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0001127602-20-032518
D;2020-12-29 17:02:48;2020-12-24;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0001127602-20-032512
D;2020-11-18 16:44:06;2020-11-16;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;2732;0;0001127602-20-029452
D;2020-11-18 16:44:06;2020-11-16;INTC;Swan Robert Holmes;CEO, Director;F - Tax;46.27;-1355;62696;0001127602-20-029452
D;2020-11-18 16:44:06;2020-11-16;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-2732;0;0001127602-20-029452
DM;2020-11-03 16:40:44;2020-10-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;13596;0;0001127602-20-028028
DM;2020-11-03 16:40:44;2020-10-30;INTC;Swan Robert Holmes;CEO, Director;F - Tax;44.2;-6743;298041;0001127602-20-028028
DM;2020-11-03 16:40:44;2020-10-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-13596;0;0001127602-20-028028
DM;2020-11-03 16:38:46;2020-10-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;7864;0;0001127602-20-028026
DM;2020-11-03 16:38:46;2020-10-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;F - Tax;44.2;-3900;172380;0001127602-20-028026
D;2020-11-03 16:38:46;2020-11-02;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;S - Sale;44.96;-2848;128046;0001127602-20-028026
DM;2020-11-03 16:38:46;2020-10-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;-7864;0;0001127602-20-028026
DM;2020-11-03 16:36:43;2020-10-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;6911;0;0001127602-20-028024
DM;2020-11-03 16:36:43;2020-10-30;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;44.2;-3428;151518;0001127602-20-028024
DM;2020-11-03 16:36:43;2020-10-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-6911;0;0001127602-20-028024
DM;2020-11-03 16:34:15;2020-10-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;875;0;0001127602-20-028021
DM;2020-11-03 16:34:15;2020-10-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;F - Tax;44.2;-286;12641;0001127602-20-028021
D;2020-11-03 16:34:15;2020-11-02;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;S - Sale;44.96;-589;26481;0001127602-20-028021
DM;2020-11-03 16:34:15;2020-10-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;-875;0;0001127602-20-028021
D;2020-11-03 16:31:53;2020-10-30;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;1755;0;0001127602-20-028017
D;2020-11-03 16:31:53;2020-10-30;INTC;Davis George S;Chief Financial Officer;F - Tax;44.2;-871;38498;0001127602-20-028017
D;2020-11-03 16:31:53;2020-10-30;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;-1755;0;0001127602-20-028017
DM;2020-11-03 16:29:30;2020-10-30;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;7030;0;0001127602-20-028012
DM;2020-11-03 16:29:30;2020-10-30;INTC;Bryant Gregory M;EVP, GM, CCG;F - Tax;44.2;-3338;147540;0001127602-20-028012
D;2020-11-03 16:29:30;2020-11-02;INTC;Bryant Gregory M;EVP, GM, CCG;S - Sale;44.96;-3692;165992;0001127602-20-028012
DM;2020-11-03 16:29:30;2020-10-30;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;-7030;0;0001127602-20-028012
;2020-10-29 16:14:58;2020-10-28;INTC;Swan Robert Holmes;CEO, Director;P - Purchase;44.96;8021;360624;0001127602-20-027643
;2020-10-28 16:30:09;2020-10-26;MCFE;Intel Americas, Inc.;Director, 10% Owner;S - Sale;18.9;-3788537;71603349;0000899243-20-029507
D;2020-10-07 16:22:32;2020-10-05;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;15507;0;0001127602-20-026666
D;2020-10-07 16:22:32;2020-10-05;INTC;Davis George S;Chief Financial Officer;F - Tax;51.54;-7689;396291;0001127602-20-026666
D;2020-10-07 16:22:32;2020-10-05;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;-15507;0;0001127602-20-026666
D;2020-09-29 16:13:50;2020-09-25;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0001127602-20-025832
D;2020-09-29 16:12:09;2020-09-25;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0001127602-20-025830
;2020-09-23 16:39:38;2020-09-21;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;S - Sale;49.28;-4400;216832;0001127602-20-025633
D;2020-08-19 16:44:59;2020-08-17;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;2731;0;0001127602-20-023904
D;2020-08-19 16:44:59;2020-08-17;INTC;Swan Robert Holmes;CEO, Director;F - Tax;49.02;-1355;66422;0001127602-20-023904
D;2020-08-19 16:44:59;2020-08-17;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-2731;0;0001127602-20-023904
D;2020-08-05 17:37:37;2020-08-03;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;484;0;0001127602-20-022950
D;2020-08-05 17:37:37;2020-08-03;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;F - Tax;48.18;-240;11563;0001127602-20-022950
D;2020-08-05 17:37:37;2020-08-04;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;S - Sale;48.68;-244;11878;0001127602-20-022950
D;2020-08-05 17:37:37;2020-08-03;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;-484;0;0001127602-20-022950
D;2020-08-05 17:33:51;2020-08-03;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;725;0;0001127602-20-022947
D;2020-08-05 17:33:51;2020-08-03;INTC;Bryant Gregory M;EVP, GM, CCG;F - Tax;48.18;-345;16622;0001127602-20-022947
D;2020-08-05 17:33:51;2020-08-03;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;-725;0;0001127602-20-022947
D;2020-07-31 16:41:04;2020-07-30;INTC;Weisler Dion J;Director;A - Grant;0.0;3534;0;0001127602-20-022428
DM;2020-07-31 16:39:54;2020-07-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;13597;0;0001127602-20-022427
DM;2020-07-31 16:39:54;2020-07-30;INTC;Swan Robert Holmes;CEO, Director;F - Tax;48.05;-6744;324049;0001127602-20-022427
DM;2020-07-31 16:39:54;2020-07-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-13597;0;0001127602-20-022427
DM;2020-07-31 16:38:22;2020-07-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;7864;0;0001127602-20-022426
DM;2020-07-31 16:38:22;2020-07-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;F - Tax;48.05;-3901;187443;0001127602-20-022426
D;2020-07-31 16:38:22;2020-07-31;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;S - Sale;48.18;-2847;137168;0001127602-20-022426
DM;2020-07-31 16:38:22;2020-07-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;-7864;0;0001127602-20-022426
DM;2020-07-31 16:36:54;2020-07-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;6912;0;0001127602-20-022425
DM;2020-07-31 16:36:54;2020-07-30;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;48.05;-3429;164763;0001127602-20-022425
DM;2020-07-31 16:36:54;2020-07-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-6912;0;0001127602-20-022425
DM;2020-07-31 16:35:16;2020-07-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;7903;0;0001127602-20-022424
DM;2020-07-31 16:35:16;2020-07-30;INTC;Renduchintala Venkata S M;Group President (TSCG);F - Tax;48.05;-3920;188356;0001127602-20-022424
DM;2020-07-31 16:35:16;2020-07-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;-7903;0;0001127602-20-022424
DM;2020-07-31 16:33:22;2020-07-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;876;0;0001127602-20-022423
DM;2020-07-31 16:33:22;2020-07-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;F - Tax;48.05;-285;13694;0001127602-20-022423
DM;2020-07-31 16:33:22;2020-07-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;-876;0;0001127602-20-022423
D;2020-07-31 16:31:34;2020-07-30;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;1756;0;0001127602-20-022419
D;2020-07-31 16:31:34;2020-07-30;INTC;Davis George S;Chief Financial Officer;F - Tax;48.05;-871;41852;0001127602-20-022419
D;2020-07-31 16:31:34;2020-07-30;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;-1756;0;0001127602-20-022419
DM;2020-07-31 16:30:08;2020-07-30;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;7031;0;0001127602-20-022417
DM;2020-07-31 16:30:08;2020-07-30;INTC;Bryant Gregory M;EVP, GM, CCG;F - Tax;48.05;-3338;160391;0001127602-20-022417
DM;2020-07-31 16:30:08;2020-07-30;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;-7031;0;0001127602-20-022417
;2020-07-28 17:04:51;2020-07-24;INTC;Swan Robert Holmes;CEO, Director;P - Purchase;50.0;8021;401050;0001127602-20-022178
D;2020-07-08 16:43:56;2020-07-06;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;15507;0;0001127602-20-021290
D;2020-07-08 16:43:56;2020-07-06;INTC;Davis George S;Chief Financial Officer;F - Tax;59.11;-7689;454497;0001127602-20-021290
D;2020-07-08 16:43:56;2020-07-06;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;-15507;0;0001127602-20-021290
;2020-07-02 16:39:35;2020-07-01;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;S - Sale;59.83;-7018;419887;0001127602-20-020940
;2020-07-02 16:37:53;2020-07-01;INTC;Rodgers Steven Ralph;EVP General Counsel;S - Sale;60.0;-567;34020;0001127602-20-020933
;2020-07-02 16:35:35;2020-06-30;INTC;Bryant Gregory M;EVP, GM, CCG;S - Sale;58.71;-5000;293550;0001127602-20-020926
D;2020-06-30 19:28:37;2020-06-26;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0000899243-20-018032
D;2020-06-30 19:25:25;2020-06-26;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0000899243-20-018030
D;2020-05-19 16:32:56;2020-05-15;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;2732;0;0001127602-20-017191
D;2020-05-19 16:32:56;2020-05-15;INTC;Swan Robert Holmes;CEO, Director;F - Tax;57.67;-1355;78143;0001127602-20-017191
D;2020-05-19 16:32:56;2020-05-15;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-2732;0;0001127602-20-017191
D;2020-05-18 17:05:11;2020-05-14;INTC;Yeary Frank D;Director;A - Grant;0.0;3721;0;0001127602-20-016994
D;2020-05-18 17:02:49;2020-05-14;INTC;Wilson Andrew;Director;A - Grant;0.0;3721;0;0001127602-20-016988
D;2020-05-18 17:00:58;2020-05-14;INTC;Hundt Reed E;Director;M - OptEx;0.0;4259;0;0001127602-20-016981
D;2020-05-18 17:00:58;2020-05-14;INTC;Hundt Reed E;Director;M - OptEx;0.0;-4259;0;0001127602-20-016981
D;2020-05-18 16:55:42;2020-05-14;INTC;Smith Gregory D;Director;A - Grant;0.0;3721;0;0001127602-20-016973
D;2020-05-18 16:51:17;2020-05-14;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;4259;0;0001127602-20-016968
D;2020-05-18 16:51:17;2020-05-14;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;-4259;0;0001127602-20-016968
D;2020-05-18 16:51:17;2020-05-14;INTC;Liu Tsu-Jae King;Director;A - Grant;0.0;3721;0;0001127602-20-016968
D;2020-05-18 16:48:01;2020-05-14;INTC;Lavizzo-Mourey Risa J;Director;A - Grant;0.0;3721;0;0001127602-20-016963
D;2020-05-18 16:45:04;2020-05-14;INTC;Ishrak Omar;Director;M - OptEx;0.0;4259;0;0001127602-20-016961
D;2020-05-18 16:45:04;2020-05-14;INTC;Ishrak Omar;Director;M - OptEx;0.0;-4259;0;0001127602-20-016961
D;2020-05-18 16:45:04;2020-05-14;INTC;Ishrak Omar;Director;A - Grant;0.0;3721;0;0001127602-20-016961
D;2020-05-18 16:40:54;2020-05-14;INTC;Henry Alyssa;Director;M - OptEx;0.0;1486;0;0001127602-20-016953
D;2020-05-18 16:40:54;2020-05-14;INTC;Henry Alyssa;Director;M - OptEx;0.0;-1486;0;0001127602-20-016953
D;2020-05-18 16:40:54;2020-05-14;INTC;Henry Alyssa;Director;A - Grant;0.0;3721;0;0001127602-20-016953
D;2020-05-18 16:37:50;2020-05-14;INTC;Goetz James J;Director;M - OptEx;0.0;2080;0;0001127602-20-016944
D;2020-05-18 16:37:50;2020-05-14;INTC;Goetz James J;Director;M - OptEx;0.0;-2080;0;0001127602-20-016944
D;2020-05-18 16:37:50;2020-05-14;INTC;Goetz James J;Director;A - Grant;0.0;3721;0;0001127602-20-016944
D;2020-05-05 16:11:40;2020-05-01;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;483;0;0001127602-20-015408
D;2020-05-05 16:11:40;2020-05-01;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;F - Tax;58.32;-240;13997;0001127602-20-015408
D;2020-05-05 16:11:40;2020-05-04;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;S - Sale;57.08;-243;13870;0001127602-20-015408
D;2020-05-05 16:11:40;2020-05-01;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;-483;0;0001127602-20-015408
D;2020-05-05 16:10:28;2020-05-01;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;725;0;0001127602-20-015406
D;2020-05-05 16:10:28;2020-05-01;INTC;Bryant Gregory M;EVP, GM, CCG;F - Tax;58.32;-345;20120;0001127602-20-015406
D;2020-05-05 16:10:28;2020-05-01;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;-725;0;0001127602-20-015406
DM;2020-05-04 17:52:40;2020-04-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;13597;0;0001127602-20-015269
DM;2020-05-04 17:52:40;2020-04-30;INTC;Swan Robert Holmes;CEO, Director;F - Tax;60.65;-6744;409024;0001127602-20-015269
DM;2020-05-04 17:52:40;2020-04-30;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-13597;0;0001127602-20-015269
DM;2020-05-04 17:33:22;2020-04-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;7864;0;0001127602-20-015247
DM;2020-05-04 17:33:22;2020-04-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;F - Tax;60.65;-3900;236535;0001127602-20-015247
D;2020-05-04 17:33:22;2020-04-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;S - Sale;58.83;-2848;167548;0001127602-20-015247
DM;2020-05-04 17:33:22;2020-04-30;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;-7864;0;0001127602-20-015247
DM;2020-05-04 17:31:25;2020-04-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;6911;0;0001127602-20-015245
DM;2020-05-04 17:31:25;2020-04-30;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;60.65;-3428;207908;0001127602-20-015245
DM;2020-05-04 17:31:25;2020-04-30;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-6911;0;0001127602-20-015245
DM;2020-05-04 17:28:22;2020-04-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;7902;0;0001127602-20-015240
DM;2020-05-04 17:28:22;2020-04-30;INTC;Renduchintala Venkata S M;Group President (TSCG);F - Tax;60.65;-3919;237687;0001127602-20-015240
DM;2020-05-04 17:28:22;2020-04-30;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;-7902;0;0001127602-20-015240
DM;2020-05-04 17:26:06;2020-04-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;875;0;0001127602-20-015236
DM;2020-05-04 17:26:06;2020-04-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;F - Tax;60.65;-286;17346;0001127602-20-015236
DM;2020-05-04 17:26:06;2020-04-30;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;-875;0;0001127602-20-015236
D;2020-05-04 17:24:06;2020-04-30;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;1755;0;0001127602-20-015234
D;2020-05-04 17:24:06;2020-04-30;INTC;Davis George S;Chief Financial Officer;F - Tax;60.65;-871;52826;0001127602-20-015234
D;2020-05-04 17:24:06;2020-04-30;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;-1755;0;0001127602-20-015234
DM;2020-05-04 17:22:36;2020-04-30;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;7030;0;0001127602-20-015230
DM;2020-05-04 17:22:36;2020-04-30;INTC;Bryant Gregory M;EVP, GM, CCG;F - Tax;60.65;-3337;202389;0001127602-20-015230
DM;2020-05-04 17:22:36;2020-04-30;INTC;Bryant Gregory M;EVP, GM, CCG;M - OptEx;0.0;-7030;0;0001127602-20-015230
DM;2020-05-04 17:20:57;2020-04-30;INTC;Bryant Andy D;Director;M - OptEx;0.0;12318;0;0001127602-20-015227
DM;2020-05-04 17:20:57;2020-04-30;INTC;Bryant Andy D;Director;F - Tax;60.65;-5847;354621;0001127602-20-015227
DM;2020-05-04 17:20:57;2020-04-30;INTC;Bryant Andy D;Director;M - OptEx;0.0;-12318;0;0001127602-20-015227
M;2020-05-01 16:41:04;2020-04-29;INTC;Renduchintala Venkata S M;Group President (TSCG);S - Sale;60.67;-46544;2824032;0001127602-20-015049
;2020-04-09 16:17:20;2020-04-07;INTC;Rodgers Steven Ralph;EVP General Counsel;S - Sale;60.0;-38220;2293200;0001127602-20-013520
D;2020-04-07 16:39:41;2020-04-03;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;15507;0;0001127602-20-013392
D;2020-04-07 16:39:41;2020-04-03;INTC;Davis George S;Chief Financial Officer;F - Tax;53.93;-7689;414668;0001127602-20-013392
D;2020-04-07 16:39:41;2020-04-03;INTC;Davis George S;Chief Financial Officer;M - OptEx;0.0;-15507;0;0001127602-20-013392
;2020-04-03 16:27:50;2020-04-01;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;S - Sale;52.81;-10935;577476;0001127602-20-013143
D;2020-03-31 17:27:57;2020-03-27;INTC;Yeary Frank D;Director;A - Grant;0.0;0;0;0001127602-20-012289
D;2020-03-31 17:26:56;2020-03-27;INTC;Smith Gregory D;Director;A - Grant;0.0;0;0;0001127602-20-012286
D;2020-03-04 19:50:24;2020-03-02;INTC;Wilson Andrew;Director;M - OptEx;0.0;1033;0;0001127602-20-009516
D;2020-03-04 19:50:24;2020-03-02;INTC;Wilson Andrew;Director;M - OptEx;0.0;-1532;0;0001127602-20-009516
D;2020-03-04 19:49:10;2020-03-02;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;90915;0;0001127602-20-009514
D;2020-03-04 19:49:10;2020-03-02;INTC;Swan Robert Holmes;CEO, Director;F - Tax;56.37;-45076;2540934;0001127602-20-009514
D;2020-03-04 19:49:10;2020-03-02;INTC;Swan Robert Holmes;CEO, Director;M - OptEx;0.0;-134785;0;0001127602-20-009514
D;2020-03-04 19:46:48;2020-03-02;INTC;Smith Gregory D;Director;M - OptEx;0.0;1819;0;0001127602-20-009513
D;2020-03-04 19:46:48;2020-03-02;INTC;Smith Gregory D;Director;M - OptEx;0.0;-2697;0;0001127602-20-009513
DM;2020-03-04 19:44:11;2020-03-02;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;83115;0;0001127602-20-009512
DM;2020-03-04 19:44:11;2020-03-02;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;F - Tax;56.37;-41210;2323008;0001127602-20-009512
DM;2020-03-04 19:44:11;2020-03-03;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;S - Sale;57.38;-9932;569869;0001127602-20-009512
DM;2020-03-04 19:44:11;2020-03-02;INTC;Shenoy Navin;EVP, GM - Data Platforms Group;M - OptEx;0.0;-123222;0;0001127602-20-009512
D;2020-03-04 19:40:40;2020-03-02;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;76928;0;0001127602-20-009511
D;2020-03-04 19:40:40;2020-03-02;INTC;Rodgers Steven Ralph;EVP General Counsel;F - Tax;56.37;-38141;2150008;0001127602-20-009511
D;2020-03-04 19:40:40;2020-03-02;INTC;Rodgers Steven Ralph;EVP General Counsel;M - OptEx;0.0;-114049;0;0001127602-20-009511
D;2020-03-04 19:34:35;2020-03-02;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;92314;0;0001127602-20-009510
D;2020-03-04 19:34:35;2020-03-02;INTC;Renduchintala Venkata S M;Group President (TSCG);F - Tax;56.37;-45770;2580055;0001127602-20-009510
D;2020-03-04 19:34:35;2020-03-02;INTC;Renduchintala Venkata S M;Group President (TSCG);M - OptEx;0.0;-136859;0;0001127602-20-009510
D;2020-03-04 19:30:06;2020-03-02;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;2727;0;0001127602-20-009509
D;2020-03-04 19:30:06;2020-03-02;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;F - Tax;56.37;-885;49887;0001127602-20-009509
D;2020-03-04 19:30:06;2020-03-02;INTC;McBride Kevin Thomas;VP Finance, Corp. Controller;M - OptEx;0.0;-4044;0;0001127602-20-009509
D;2020-03-04 19:28:31;2020-03-02;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;1923;0;0001127602-20-009508
D;2020-03-04 19:28:31;2020-03-02;INTC;Liu Tsu-Jae King;Director;M - OptEx;0.0;-2852;0;0001127602-20-009508
